"","chr","start","CHR_POS","region"
"26529","NC_031771.1",627114,"NC_031771.1_627114","Intergenic"
"26530","NC_031771.1",627126,"NC_031771.1_627126","Intergenic"
"26531","NC_031771.1",629436,"NC_031771.1_629436","Intergenic"
"26532","NC_031771.1",629747,"NC_031771.1_629747","Intergenic"
"26536","NC_031771.1",654029,"NC_031771.1_654029","Intergenic"
"26553","NC_031771.1",1010203,"NC_031771.1_1010203","Intergenic"
"26555","NC_031771.1",1010226,"NC_031771.1_1010226","Intergenic"
"26560","NC_031771.1",1010352,"NC_031771.1_1010352","Intergenic"
"26565","NC_031771.1",1085105,"NC_031771.1_1085105","Intergenic"
"26566","NC_031771.1",1085112,"NC_031771.1_1085112","Intergenic"
"26567","NC_031771.1",1085136,"NC_031771.1_1085136","Intergenic"
"26568","NC_031771.1",1085151,"NC_031771.1_1085151","Intergenic"
"26569","NC_031771.1",1085157,"NC_031771.1_1085157","Intergenic"
"26570","NC_031771.1",1085172,"NC_031771.1_1085172","Intergenic"
"26571","NC_031771.1",1085193,"NC_031771.1_1085193","Intergenic"
"26572","NC_031771.1",1085199,"NC_031771.1_1085199","Intergenic"
"26573","NC_031771.1",1085208,"NC_031771.1_1085208","Intergenic"
"26574","NC_031771.1",1085214,"NC_031771.1_1085214","Intergenic"
"26575","NC_031771.1",1085217,"NC_031771.1_1085217","Intergenic"
"26576","NC_031771.1",1085235,"NC_031771.1_1085235","Intergenic"
"26577","NC_031771.1",1085250,"NC_031771.1_1085250","Intergenic"
"26578","NC_031771.1",1085256,"NC_031771.1_1085256","Intergenic"
"26579","NC_031771.1",1085342,"NC_031771.1_1085342","Intergenic"
"26580","NC_031771.1",1085345,"NC_031771.1_1085345","Intergenic"
"26581","NC_031771.1",1085347,"NC_031771.1_1085347","Intergenic"
"26582","NC_031771.1",1085351,"NC_031771.1_1085351","Intergenic"
"26583","NC_031771.1",1085380,"NC_031771.1_1085380","Intergenic"
"26629","NC_031771.1",1118434,"NC_031771.1_1118434","Intergenic"
"26640","NC_031771.1",1245783,"NC_031771.1_1245783","Intergenic"
"26649","NC_031771.1",1248063,"NC_031771.1_1248063","Intergenic"
"26651","NC_031771.1",1248102,"NC_031771.1_1248102","Intergenic"
"26656","NC_031771.1",1248213,"NC_031771.1_1248213","Intergenic"
"26658","NC_031771.1",1357316,"NC_031771.1_1357316","Intergenic"
"26672","NC_031771.1",1477811,"NC_031771.1_1477811","Intergenic"
"26679","NC_031771.1",1477995,"NC_031771.1_1477995","Intergenic"
"26703","NC_031771.1",1569397,"NC_031771.1_1569397","Gene body"
"26706","NC_031771.1",1569501,"NC_031771.1_1569501","Gene body"
"26710","NC_031771.1",1596783,"NC_031771.1_1596783","Gene body"
"26793","NC_031771.1",2065080,"NC_031771.1_2065080","Intergenic"
"26851","NC_031771.1",2206138,"NC_031771.1_2206138","Gene body"
"26852","NC_031771.1",2206169,"NC_031771.1_2206169","Gene body"
"26854","NC_031771.1",2206199,"NC_031771.1_2206199","Gene body"
"26855","NC_031771.1",2206207,"NC_031771.1_2206207","Gene body"
"26856","NC_031771.1",2206210,"NC_031771.1_2206210","Gene body"
"26857","NC_031771.1",2206219,"NC_031771.1_2206219","Gene body"
"26870","NC_031771.1",2247240,"NC_031771.1_2247240","Intergenic"
"26886","NC_031771.1",2421398,"NC_031771.1_2421398","Intergenic"
"26887","NC_031771.1",2421417,"NC_031771.1_2421417","Intergenic"
"26889","NC_031771.1",2421458,"NC_031771.1_2421458","Intergenic"
"26892","NC_031771.1",2421554,"NC_031771.1_2421554","Intergenic"
"26894","NC_031771.1",2421577,"NC_031771.1_2421577","Intergenic"
"26895","NC_031771.1",2421579,"NC_031771.1_2421579","Intergenic"
"26901","NC_031771.1",2434845,"NC_031771.1_2434845","Up- or downstream"
"26902","NC_031771.1",2434849,"NC_031771.1_2434849","Up- or downstream"
"26916","NC_031771.1",2481101,"NC_031771.1_2481101","Gene body"
"26924","NC_031771.1",2484043,"NC_031771.1_2484043","Gene body"
"26925","NC_031771.1",2484047,"NC_031771.1_2484047","Gene body"
"26950","NC_031771.1",2523556,"NC_031771.1_2523556","Gene body"
"27022","NC_031771.1",2831234,"NC_031771.1_2831234","Intergenic"
"27050","NC_031771.1",3026670,"NC_031771.1_3026670","Intergenic"
"27051","NC_031771.1",3026770,"NC_031771.1_3026770","Intergenic"
"27052","NC_031771.1",3026812,"NC_031771.1_3026812","Intergenic"
"27080","NC_031771.1",3098036,"NC_031771.1_3098036","Gene body"
"27089","NC_031771.1",3109068,"NC_031771.1_3109068","Up- or downstream"
"27090","NC_031771.1",3109074,"NC_031771.1_3109074","Up- or downstream"
"27091","NC_031771.1",3109088,"NC_031771.1_3109088","Up- or downstream"
"27092","NC_031771.1",3109092,"NC_031771.1_3109092","Up- or downstream"
"27093","NC_031771.1",3109097,"NC_031771.1_3109097","Up- or downstream"
"27094","NC_031771.1",3109102,"NC_031771.1_3109102","Up- or downstream"
"27095","NC_031771.1",3109108,"NC_031771.1_3109108","Up- or downstream"
"27115","NC_031771.1",3124266,"NC_031771.1_3124266","Gene body"
"27116","NC_031771.1",3124300,"NC_031771.1_3124300","Gene body"
"27120","NC_031771.1",3124330,"NC_031771.1_3124330","Gene body"
"27122","NC_031771.1",3124416,"NC_031771.1_3124416","Gene body"
"27125","NC_031771.1",3157722,"NC_031771.1_3157722","Up- or downstream"
"27128","NC_031771.1",3157783,"NC_031771.1_3157783","Up- or downstream"
"27136","NC_031771.1",3188856,"NC_031771.1_3188856","TSS"
"27137","NC_031771.1",3188862,"NC_031771.1_3188862","TSS"
"27185","NC_031771.1",3651292,"NC_031771.1_3651292","Intergenic"
"27189","NC_031771.1",3818176,"NC_031771.1_3818176","Gene body"
"27190","NC_031771.1",3818216,"NC_031771.1_3818216","Gene body"
"27191","NC_031771.1",3818222,"NC_031771.1_3818222","Gene body"
"27192","NC_031771.1",3818227,"NC_031771.1_3818227","Gene body"
"27198","NC_031771.1",3989616,"NC_031771.1_3989616","Intergenic"
"27203","NC_031771.1",4297524,"NC_031771.1_4297524","Up- or downstream"
"27204","NC_031771.1",4297534,"NC_031771.1_4297534","Up- or downstream"
"27205","NC_031771.1",4297546,"NC_031771.1_4297546","Up- or downstream"
"27206","NC_031771.1",4297619,"NC_031771.1_4297619","Up- or downstream"
"27207","NC_031771.1",4297647,"NC_031771.1_4297647","Up- or downstream"
"27208","NC_031771.1",4297654,"NC_031771.1_4297654","Up- or downstream"
"27209","NC_031771.1",4297657,"NC_031771.1_4297657","Up- or downstream"
"27210","NC_031771.1",4297671,"NC_031771.1_4297671","Up- or downstream"
"27211","NC_031771.1",4297680,"NC_031771.1_4297680","Up- or downstream"
"27212","NC_031771.1",4297688,"NC_031771.1_4297688","Up- or downstream"
"27225","NC_031771.1",4489751,"NC_031771.1_4489751","Intergenic"
"27264","NC_031771.1",4869333,"NC_031771.1_4869333","Intergenic"
"27265","NC_031771.1",4869377,"NC_031771.1_4869377","Intergenic"
"27270","NC_031771.1",4869502,"NC_031771.1_4869502","Intergenic"
"27329","NC_031771.1",5306081,"NC_031771.1_5306081","Intergenic"
"27347","NC_031771.1",5770360,"NC_031771.1_5770360","Promoter"
"27348","NC_031771.1",5770393,"NC_031771.1_5770393","Promoter"
"27351","NC_031771.1",5770523,"NC_031771.1_5770523","Promoter"
"27352","NC_031771.1",5770526,"NC_031771.1_5770526","Promoter"
"27353","NC_031771.1",5770530,"NC_031771.1_5770530","Promoter"
"27354","NC_031771.1",5770537,"NC_031771.1_5770537","Promoter"
"27355","NC_031771.1",5770539,"NC_031771.1_5770539","Promoter"
"27385","NC_031771.1",6362932,"NC_031771.1_6362932","Intergenic"
"27404","NC_031771.1",7357523,"NC_031771.1_7357523","Up- or downstream"
"27406","NC_031771.1",7623168,"NC_031771.1_7623168","Intergenic"
"27409","NC_031771.1",7623247,"NC_031771.1_7623247","Intergenic"
"27411","NC_031771.1",7784208,"NC_031771.1_7784208","Intergenic"
"27413","NC_031771.1",7784228,"NC_031771.1_7784228","Intergenic"
"27416","NC_031771.1",7784279,"NC_031771.1_7784279","Intergenic"
"27420","NC_031771.1",7789856,"NC_031771.1_7789856","Intergenic"
"27422","NC_031771.1",7805826,"NC_031771.1_7805826","Intergenic"
"27428","NC_031771.1",7807432,"NC_031771.1_7807432","Intergenic"
"27432","NC_031771.1",7807588,"NC_031771.1_7807588","Intergenic"
"27433","NC_031771.1",7900545,"NC_031771.1_7900545","Up- or downstream"
"27434","NC_031771.1",7900658,"NC_031771.1_7900658","Up- or downstream"
"27435","NC_031771.1",7900685,"NC_031771.1_7900685","Up- or downstream"
"27436","NC_031771.1",7900715,"NC_031771.1_7900715","Up- or downstream"
"27438","NC_031771.1",7986058,"NC_031771.1_7986058","Intergenic"
"27439","NC_031771.1",7986075,"NC_031771.1_7986075","Intergenic"
"27440","NC_031771.1",7986129,"NC_031771.1_7986129","Intergenic"
"27441","NC_031771.1",7995086,"NC_031771.1_7995086","Intergenic"
"27442","NC_031771.1",7995103,"NC_031771.1_7995103","Intergenic"
"27443","NC_031771.1",7995157,"NC_031771.1_7995157","Intergenic"
"27444","NC_031771.1",7995185,"NC_031771.1_7995185","Intergenic"
"27471","NC_031771.1",8214938,"NC_031771.1_8214938","Intergenic"
"27472","NC_031771.1",8214946,"NC_031771.1_8214946","Intergenic"
"27478","NC_031771.1",8217397,"NC_031771.1_8217397","Intergenic"
"27480","NC_031771.1",8217596,"NC_031771.1_8217596","Intergenic"
"27494","NC_031771.1",8220039,"NC_031771.1_8220039","Intergenic"
"27500","NC_031771.1",8221230,"NC_031771.1_8221230","Intergenic"
"27519","NC_031771.1",8406060,"NC_031771.1_8406060","Intergenic"
"27521","NC_031771.1",8406089,"NC_031771.1_8406089","Intergenic"
"27524","NC_031771.1",8406129,"NC_031771.1_8406129","Intergenic"
"27526","NC_031771.1",8406187,"NC_031771.1_8406187","Intergenic"
"27534","NC_031771.1",8551438,"NC_031771.1_8551438","Gene body"
"27535","NC_031771.1",8551443,"NC_031771.1_8551443","Gene body"
"27542","NC_031771.1",8611164,"NC_031771.1_8611164","Intergenic"
"27544","NC_031771.1",8611301,"NC_031771.1_8611301","Intergenic"
"27557","NC_031771.1",8683365,"NC_031771.1_8683365","Intergenic"
"27559","NC_031771.1",8683407,"NC_031771.1_8683407","Intergenic"
"27561","NC_031771.1",8683506,"NC_031771.1_8683506","Intergenic"
"27586","NC_031771.1",9542332,"NC_031771.1_9542332","Intergenic"
"27591","NC_031771.1",9552002,"NC_031771.1_9552002","Intergenic"
"27593","NC_031771.1",9552062,"NC_031771.1_9552062","Intergenic"
"27605","NC_031771.1",9552235,"NC_031771.1_9552235","Intergenic"
"27608","NC_031771.1",9552326,"NC_031771.1_9552326","Intergenic"
"27644","NC_031771.1",9730525,"NC_031771.1_9730525","Intergenic"
"27645","NC_031771.1",9730564,"NC_031771.1_9730564","Intergenic"
"27646","NC_031771.1",9730573,"NC_031771.1_9730573","Intergenic"
"27648","NC_031771.1",9730621,"NC_031771.1_9730621","Intergenic"
"27649","NC_031771.1",9730627,"NC_031771.1_9730627","Intergenic"
"27650","NC_031771.1",9730640,"NC_031771.1_9730640","Intergenic"
"27651","NC_031771.1",9730650,"NC_031771.1_9730650","Intergenic"
"27653","NC_031771.1",9828833,"NC_031771.1_9828833","Up- or downstream"
"27679","NC_031771.1",9839167,"NC_031771.1_9839167","Promoter"
"27723","NC_031771.1",10170720,"NC_031771.1_10170720","Intergenic"
"27727","NC_031771.1",10170765,"NC_031771.1_10170765","Intergenic"
"27808","NC_031771.1",10245030,"NC_031771.1_10245030","Gene body"
"27810","NC_031771.1",10245062,"NC_031771.1_10245062","Gene body"
"27815","NC_031771.1",10270939,"NC_031771.1_10270939","Gene body"
"27817","NC_031771.1",10578750,"NC_031771.1_10578750","Gene body"
"27818","NC_031771.1",10578756,"NC_031771.1_10578756","Gene body"
"27819","NC_031771.1",10578801,"NC_031771.1_10578801","Gene body"
"27820","NC_031771.1",10578834,"NC_031771.1_10578834","Gene body"
"27825","NC_031771.1",10656189,"NC_031771.1_10656189","Gene body"
"27882","NC_031771.1",10754045,"NC_031771.1_10754045","Gene body"
"27909","NC_031771.1",10914864,"NC_031771.1_10914864","Intergenic"
"27913","NC_031771.1",11359693,"NC_031771.1_11359693","Promoter"
"27917","NC_031771.1",11359803,"NC_031771.1_11359803","Gene body"
"27928","NC_031771.1",11395199,"NC_031771.1_11395199","Gene body"
"28019","NC_031771.1",12925890,"NC_031771.1_12925890","Gene body"
"28020","NC_031771.1",12925898,"NC_031771.1_12925898","Gene body"
"28021","NC_031771.1",12925969,"NC_031771.1_12925969","Gene body"
"28022","NC_031771.1",12925977,"NC_031771.1_12925977","Gene body"
"28048","NC_031771.1",13422655,"NC_031771.1_13422655","Intergenic"
"28052","NC_031771.1",13483753,"NC_031771.1_13483753","Intergenic"
"28075","NC_031771.1",13764403,"NC_031771.1_13764403","Gene body"
"28077","NC_031771.1",13764416,"NC_031771.1_13764416","Gene body"
"28078","NC_031771.1",13764424,"NC_031771.1_13764424","Gene body"
"28079","NC_031771.1",13764445,"NC_031771.1_13764445","Gene body"
"28122","NC_031771.1",14861343,"NC_031771.1_14861343","Gene body"
"28132","NC_031771.1",15112950,"NC_031771.1_15112950","Gene body"
"28165","NC_031771.1",16091745,"NC_031771.1_16091745","Intergenic"
"28327","NC_031771.1",19920728,"NC_031771.1_19920728","Intergenic"
"28331","NC_031771.1",19928219,"NC_031771.1_19928219","Intergenic"
"28337","NC_031771.1",19963167,"NC_031771.1_19963167","Up- or downstream"
"28362","NC_031771.1",20043170,"NC_031771.1_20043170","Gene body"
"28405","NC_031771.1",21444113,"NC_031771.1_21444113","Intergenic"
"28406","NC_031771.1",21444120,"NC_031771.1_21444120","Intergenic"
"28413","NC_031771.1",21444243,"NC_031771.1_21444243","Intergenic"
"28450","NC_031771.1",22042706,"NC_031771.1_22042706","Gene body"
"28451","NC_031771.1",22042794,"NC_031771.1_22042794","Gene body"
"28475","NC_031771.1",22372247,"NC_031771.1_22372247","Promoter"
"28491","NC_031771.1",22464912,"NC_031771.1_22464912","Intergenic"
"28493","NC_031771.1",22464967,"NC_031771.1_22464967","Intergenic"
"28549","NC_031771.1",23161872,"NC_031771.1_23161872","Intergenic"
"28557","NC_031771.1",23327148,"NC_031771.1_23327148","Up- or downstream"
"28611","NC_031771.1",23542850,"NC_031771.1_23542850","Intergenic"
"28743","NC_031771.1",24161680,"NC_031771.1_24161680","Intergenic"
"28746","NC_031771.1",24218509,"NC_031771.1_24218509","Intergenic"
"28803","NC_031771.1",24447598,"NC_031771.1_24447598","Gene body"
"28811","NC_031771.1",24515678,"NC_031771.1_24515678","Gene body"
"28812","NC_031771.1",24515714,"NC_031771.1_24515714","Gene body"
"28856","NC_031771.1",25177064,"NC_031771.1_25177064","Gene body"
"28868","NC_031771.1",25454986,"NC_031771.1_25454986","Gene body"
"28869","NC_031771.1",25454989,"NC_031771.1_25454989","Gene body"
"28870","NC_031771.1",25454997,"NC_031771.1_25454997","Gene body"
"28872","NC_031771.1",25455016,"NC_031771.1_25455016","Gene body"
"28877","NC_031771.1",25455087,"NC_031771.1_25455087","Gene body"
"28882","NC_031771.1",25485760,"NC_031771.1_25485760","Gene body"
"28883","NC_031771.1",25485878,"NC_031771.1_25485878","Gene body"
"28893","NC_031771.1",25583648,"NC_031771.1_25583648","Intergenic"
"28936","NC_031771.1",25747670,"NC_031771.1_25747670","Promoter"
"28937","NC_031771.1",25747678,"NC_031771.1_25747678","Promoter"
"28938","NC_031771.1",25747693,"NC_031771.1_25747693","Promoter"
"28941","NC_031771.1",26084056,"NC_031771.1_26084056","Intergenic"
"28968","NC_031771.1",26621100,"NC_031771.1_26621100","Promoter"
"28981","NC_031771.1",26723270,"NC_031771.1_26723270","Promoter"
"29008","NC_031771.1",26769881,"NC_031771.1_26769881","Intergenic"
"29011","NC_031771.1",26769922,"NC_031771.1_26769922","Intergenic"
"29012","NC_031771.1",26769934,"NC_031771.1_26769934","Intergenic"
"29016","NC_031771.1",26769990,"NC_031771.1_26769990","Intergenic"
"29017","NC_031771.1",26769996,"NC_031771.1_26769996","Intergenic"
"29018","NC_031771.1",26770009,"NC_031771.1_26770009","Intergenic"
"29019","NC_031771.1",26770023,"NC_031771.1_26770023","Intergenic"
"29020","NC_031771.1",26770046,"NC_031771.1_26770046","Intergenic"
"29021","NC_031771.1",26770053,"NC_031771.1_26770053","Intergenic"
"29022","NC_031771.1",26770065,"NC_031771.1_26770065","Intergenic"
"29130","NC_031771.1",27167289,"NC_031771.1_27167289","Gene body"
"29143","NC_031771.1",27167440,"NC_031771.1_27167440","Gene body"
"29170","NC_031771.1",27390188,"NC_031771.1_27390188","Promoter"
"29202","NC_031771.1",28643451,"NC_031771.1_28643451","Intergenic"
"29211","NC_031771.1",28644224,"NC_031771.1_28644224","Intergenic"
"29236","NC_031771.1",30578262,"NC_031771.1_30578262","Gene body"
"29237","NC_031771.1",30578286,"NC_031771.1_30578286","Gene body"
"29263","NC_031771.1",31564135,"NC_031771.1_31564135","Promoter"
"29340","NC_031771.1",32293859,"NC_031771.1_32293859","Intergenic"
"29381","NC_031771.1",33179641,"NC_031771.1_33179641","Up- or downstream"
"29497","NC_031771.1",33282510,"NC_031771.1_33282510","Up- or downstream"
"29499","NC_031771.1",33282521,"NC_031771.1_33282521","Up- or downstream"
"29509","NC_031771.1",33292701,"NC_031771.1_33292701","Gene body"
"29514","NC_031771.1",33292901,"NC_031771.1_33292901","Gene body"
"29558","NC_031771.1",33598233,"NC_031771.1_33598233","TSS"
"29617","NC_031771.1",36490152,"NC_031771.1_36490152","Promoter"
"29649","NC_031771.1",36533497,"NC_031771.1_36533497","TSS"
"29717","NC_031771.1",36973759,"NC_031771.1_36973759","Up- or downstream"
"29769","NC_031771.1",37250141,"NC_031771.1_37250141","Intergenic"
"29834","NC_031771.1",37476140,"NC_031771.1_37476140","Gene body"
"29839","NC_031771.1",37476270,"NC_031771.1_37476270","Gene body"
"29947","NC_031771.1",38723939,"NC_031771.1_38723939","Intergenic"
"29993","NC_031771.1",40056497,"NC_031771.1_40056497","Gene body"
"30003","NC_031771.1",40639008,"NC_031771.1_40639008","Intergenic"
"30402","NC_031771.1",45362386,"NC_031771.1_45362386","Intergenic"
"30410","NC_031771.1",45376421,"NC_031771.1_45376421","Intergenic"
"30483","NC_031771.1",46435487,"NC_031771.1_46435487","TSS"
"30534","NC_031771.1",46457711,"NC_031771.1_46457711","Up- or downstream"
"30536","NC_031771.1",46457740,"NC_031771.1_46457740","Up- or downstream"
"30537","NC_031771.1",46457751,"NC_031771.1_46457751","Up- or downstream"
"30538","NC_031771.1",46457753,"NC_031771.1_46457753","Up- or downstream"
"30580","NC_031771.1",46977608,"NC_031771.1_46977608","Intergenic"
"30663","NC_031771.1",47656031,"NC_031771.1_47656031","Intergenic"
"30664","NC_031771.1",49150941,"NC_031771.1_49150941","Up- or downstream"
"30670","NC_031771.1",49151084,"NC_031771.1_49151084","Up- or downstream"
"30682","NC_031771.1",49151488,"NC_031771.1_49151488","Up- or downstream"
"30990","NC_031771.1",54979319,"NC_031771.1_54979319","Promoter"
"31001","NC_031771.1",55194384,"NC_031771.1_55194384","Intergenic"
"31003","NC_031771.1",55194434,"NC_031771.1_55194434","Intergenic"
"31035","NC_031771.1",56128607,"NC_031771.1_56128607","Up- or downstream"
"31064","NC_031771.1",56372582,"NC_031771.1_56372582","Up- or downstream"
"31128","NC_031771.1",56717780,"NC_031771.1_56717780","Intergenic"
"31129","NC_031771.1",56717816,"NC_031771.1_56717816","Intergenic"
"31130","NC_031771.1",56717969,"NC_031771.1_56717969","Intergenic"
"31224","NC_031771.1",58583869,"NC_031771.1_58583869","Promoter"
"31225","NC_031771.1",58584013,"NC_031771.1_58584013","Promoter"
"31330","NC_031771.1",59065400,"NC_031771.1_59065400","Intergenic"
"31331","NC_031771.1",59065468,"NC_031771.1_59065468","Intergenic"
"31332","NC_031771.1",59065480,"NC_031771.1_59065480","Intergenic"
"31333","NC_031771.1",59065500,"NC_031771.1_59065500","Intergenic"
"31334","NC_031771.1",59065507,"NC_031771.1_59065507","Intergenic"
